Date,Close,High,Low,Open,Volume
2024-01-02,66.0199966430664,66.80000305175781,65.25,66.26000213623047,1062500
2024-01-03,63.65999984741211,65.30500030517578,63.63999938964844,65.0999984741211,1507300
2024-01-04,63.779998779296875,64.26000213623047,63.220001220703125,63.43000030517578,1193400
2024-01-05,63.150001525878906,64.63999938964844,63.09600067138672,63.459999084472656,1128100
2024-01-08,65.58999633789062,65.69999694824219,63.13999938964844,63.13999938964844,1565100
2024-01-09,65.87000274658203,66.1500015258789,64.63999938964844,65.08000183105469,1359500
2024-01-10,65.33999633789062,66.6500015258789,65.2750015258789,66.47000122070312,1001700
2024-01-11,64.87999725341797,65.62999725341797,64.05000305175781,65.3550033569336,915900
2024-01-12,65.30999755859375,65.75,64.44999694824219,65.20999908447266,970100
2024-01-16,65.48999786376953,65.6500015258789,63.92599868774414,64.62000274658203,1044500
2024-01-17,64.95999908447266,65.5999984741211,64.04000091552734,64.9000015258789,846800
2024-01-18,65.62999725341797,65.73999786376953,64.05999755859375,65.69999694824219,1045600
2024-01-19,66.26000213623047,66.2699966430664,64.43000030517578,66.04000091552734,1183300
2024-01-22,67.81999969482422,67.9000015258789,66.66999816894531,66.88999938964844,1781800
2024-01-23,69.68000030517578,69.76000213623047,67.80999755859375,68.08999633789062,1900400
2024-01-24,68.66999816894531,70.48999786376953,68.26000213623047,70.19000244140625,1422200
2024-01-25,68.5999984741211,69.84500122070312,68.05999755859375,69.23999786376953,1409200
2024-01-26,68.19999694824219,69.29499816894531,67.55000305175781,68.66000366210938,1080000
2024-01-29,69.62000274658203,69.63999938964844,67.69000244140625,68.08999633789062,840500
2024-01-30,69.44999694824219,69.95999908447266,68.45999908447266,68.80000305175781,1620400
2024-01-31,69.5199966430664,70.66999816894531,69.0999984741211,69.0999984741211,2683800
2024-02-01,69.94000244140625,71.76000213623047,68.02999877929688,69.37999725341797,980500
2024-02-02,71.41999816894531,71.75,69.83999633789062,70.16000366210938,1001200
2024-02-05,69.36000061035156,71.48999786376953,68.92500305175781,70.7300033569336,1243500
2024-02-06,71.25,71.4800033569336,69.26000213623047,69.54000091552734,1561300
2024-02-07,69.30999755859375,69.3499984741211,63.130001068115234,68.0,6408000
2024-02-08,69.9800033569336,71.93000030517578,68.8499984741211,69.29000091552734,2219900
2024-02-09,70.69000244140625,70.72000122070312,68.36000061035156,70.0199966430664,1305100
2024-02-12,72.73999786376953,74.66000366210938,69.70999908447266,69.70999908447266,1419700
2024-02-13,70.20999908447266,71.87000274658203,69.81999969482422,71.02999877929688,1328900
2024-02-14,72.30000305175781,72.83000183105469,70.49500274658203,70.8499984741211,1627200
2024-02-15,73.69000244140625,73.87000274658203,72.1500015258789,73.06999969482422,1156300
